player_id,period,mention_count,positive_examples,negative_examples,source_sentiment
2,2025Q1,1066,Milan Kane looks brilliant after 1066 fan mentions | Milan Kane looks clinical after 1066 fan mentions,Milan Kane feels inconsistent to some supporters,0.3677
2,2025Q2,575,Milan Kane looks brilliant after 575 fan mentions | Milan Kane looks clinical after 575 fan mentions,Milan Kane feels inconsistent to some supporters,0.1358
2,2025Q3,852,Milan Kane looks brilliant after 852 fan mentions | Milan Kane looks clinical after 852 fan mentions,Milan Kane feels inconsistent to some supporters,0.3512
2,2025Q4,985,Milan Kane looks brilliant after 985 fan mentions | Milan Kane looks clinical after 985 fan mentions,Milan Kane feels inconsistent to some supporters,0.0903
3,2021Q1,1218,Alex Costa looks brilliant after 1218 fan mentions | Alex Costa looks clinical after 1218 fan mentions,Alex Costa feels inconsistent to some supporters,0.7205
3,2021Q2,1080,Alex Costa looks brilliant after 1080 fan mentions | Alex Costa looks clinical after 1080 fan mentions,Alex Costa feels inconsistent to some supporters,0.6136
3,2021Q3,918,Alex Costa looks brilliant after 918 fan mentions | Alex Costa looks clinical after 918 fan mentions,Alex Costa feels inconsistent to some supporters,0.7217
3,2021Q4,1286,Alex Costa looks brilliant after 1286 fan mentions | Alex Costa looks clinical after 1286 fan mentions,Alex Costa feels inconsistent to some supporters,0.3941
3,2022Q1,1082,Alex Costa looks brilliant after 1082 fan mentions | Alex Costa looks clinical after 1082 fan mentions,Alex Costa feels inconsistent to some supporters,0.6723
3,2022Q2,1083,Alex Costa looks brilliant after 1083 fan mentions | Alex Costa looks clinical after 1083 fan mentions,Alex Costa feels inconsistent to some supporters,0.2173
3,2022Q3,1297,Alex Costa looks brilliant after 1297 fan mentions | Alex Costa looks clinical after 1297 fan mentions,Alex Costa feels inconsistent to some supporters,0.4785
3,2022Q4,1391,Alex Costa looks brilliant after 1391 fan mentions | Alex Costa looks clinical after 1391 fan mentions,Alex Costa feels inconsistent to some supporters,0.7417
3,2023Q1,1204,Alex Costa looks brilliant after 1204 fan mentions | Alex Costa looks clinical after 1204 fan mentions,Alex Costa feels inconsistent to some supporters,0.2491
3,2023Q2,1266,Alex Costa looks brilliant after 1266 fan mentions | Alex Costa looks clinical after 1266 fan mentions,Alex Costa feels inconsistent to some supporters,0.4305
3,2023Q3,1264,Alex Costa looks brilliant after 1264 fan mentions | Alex Costa looks clinical after 1264 fan mentions,Alex Costa feels inconsistent to some supporters,0.4199
3,2023Q4,1325,Alex Costa looks brilliant after 1325 fan mentions | Alex Costa looks clinical after 1325 fan mentions,Alex Costa feels inconsistent to some supporters,0.187
3,2024Q1,1219,Alex Costa looks brilliant after 1219 fan mentions | Alex Costa looks clinical after 1219 fan mentions,Alex Costa feels inconsistent to some supporters,0.4042
3,2024Q2,1524,Alex Costa looks brilliant after 1524 fan mentions | Alex Costa looks clinical after 1524 fan mentions,Alex Costa feels inconsistent to some supporters,0.8145
3,2024Q3,1168,Alex Costa looks brilliant after 1168 fan mentions | Alex Costa looks clinical after 1168 fan mentions,Alex Costa feels inconsistent to some supporters,0.6859
3,2024Q4,1087,Alex Costa looks brilliant after 1087 fan mentions | Alex Costa looks clinical after 1087 fan mentions,Alex Costa feels inconsistent to some supporters,0.582
3,2025Q1,1119,Alex Costa looks brilliant after 1119 fan mentions | Alex Costa looks clinical after 1119 fan mentions,Alex Costa feels inconsistent to some supporters,0.4401
3,2025Q2,1338,Alex Costa looks brilliant after 1338 fan mentions | Alex Costa looks clinical after 1338 fan mentions,Alex Costa feels inconsistent to some supporters,0.3856
3,2025Q3,1142,Alex Costa looks brilliant after 1142 fan mentions | Alex Costa looks clinical after 1142 fan mentions,Alex Costa feels inconsistent to some supporters,0.0533
3,2025Q4,1265,Alex Costa looks brilliant after 1265 fan mentions,Alex Costa feels inconsistent to some supporters | Alex Costa feels overpriced to some supporters,-0.1669
4,2021Q1,1144,Lucas Diallo looks brilliant after 1144 fan mentions | Lucas Diallo looks clinical after 1144 fan mentions,Lucas Diallo feels inconsistent to some supporters,0.1814
4,2021Q2,1108,Lucas Diallo looks brilliant after 1108 fan mentions | Lucas Diallo looks clinical after 1108 fan mentions,Lucas Diallo feels inconsistent to some supporters,0.1429
4,2021Q3,1244,Lucas Diallo looks brilliant after 1244 fan mentions | Lucas Diallo looks clinical after 1244 fan mentions,Lucas Diallo feels inconsistent to some supporters,0.487
4,2021Q4,1157,Lucas Diallo looks brilliant after 1157 fan mentions | Lucas Diallo looks clinical after 1157 fan mentions,Lucas Diallo feels inconsistent to some supporters,0.5733
4,2022Q1,1152,Lucas Diallo looks brilliant after 1152 fan mentions,Lucas Diallo feels inconsistent to some supporters | Lucas Diallo feels overpriced to some supporters,-0.1969
4,2022Q2,1146,Lucas Diallo looks brilliant after 1146 fan mentions | Lucas Diallo looks clinical after 1146 fan mentions,Lucas Diallo feels inconsistent to some supporters,0.2522
4,2022Q3,996,Lucas Diallo looks brilliant after 996 fan mentions | Lucas Diallo looks clinical after 996 fan mentions,Lucas Diallo feels inconsistent to some supporters,0.1628
4,2022Q4,957,Lucas Diallo looks brilliant after 957 fan mentions,Lucas Diallo feels inconsistent to some supporters | Lucas Diallo feels overpriced to some supporters,-0.0448
4,2023Q1,1188,Lucas Diallo looks brilliant after 1188 fan mentions | Lucas Diallo looks clinical after 1188 fan mentions,Lucas Diallo feels inconsistent to some supporters,0.319
4,2023Q2,1326,Lucas Diallo looks brilliant after 1326 fan mentions | Lucas Diallo looks clinical after 1326 fan mentions,Lucas Diallo feels inconsistent to some supporters,0.7026
4,2023Q3,1039,Lucas Diallo looks brilliant after 1039 fan mentions | Lucas Diallo looks clinical after 1039 fan mentions,Lucas Diallo feels inconsistent to some supporters,0.1237
4,2023Q4,1028,Lucas Diallo looks brilliant after 1028 fan mentions | Lucas Diallo looks clinical after 1028 fan mentions,Lucas Diallo feels inconsistent to some supporters,0.7675
4,2024Q1,1146,Lucas Diallo looks brilliant after 1146 fan mentions | Lucas Diallo looks clinical after 1146 fan mentions,Lucas Diallo feels inconsistent to some supporters,0.4752
4,2024Q2,1191,Lucas Diallo looks brilliant after 1191 fan mentions | Lucas Diallo looks clinical after 1191 fan mentions,Lucas Diallo feels inconsistent to some supporters,0.2515
4,2024Q3,1106,Lucas Diallo looks brilliant after 1106 fan mentions | Lucas Diallo looks clinical after 1106 fan mentions,Lucas Diallo feels inconsistent to some supporters,0.5727
4,2024Q4,1182,Lucas Diallo looks brilliant after 1182 fan mentions | Lucas Diallo looks clinical after 1182 fan mentions,Lucas Diallo feels inconsistent to some supporters,0.7589
4,2025Q1,953,Lucas Diallo looks brilliant after 953 fan mentions | Lucas Diallo looks clinical after 953 fan mentions,Lucas Diallo feels inconsistent to some supporters,0.291
4,2025Q2,1122,Lucas Diallo looks brilliant after 1122 fan mentions | Lucas Diallo looks clinical after 1122 fan mentions,Lucas Diallo feels inconsistent to some supporters,0.0145
4,2025Q3,1101,Lucas Diallo looks brilliant after 1101 fan mentions | Lucas Diallo looks clinical after 1101 fan mentions,Lucas Diallo feels inconsistent to some supporters,0.3638
4,2025Q4,1094,Lucas Diallo looks brilliant after 1094 fan mentions | Lucas Diallo looks clinical after 1094 fan mentions,Lucas Diallo feels inconsistent to some supporters,0.0654
5,2021Q1,1752,Leo Moreau looks brilliant after 1752 fan mentions | Leo Moreau looks clinical after 1752 fan mentions,Leo Moreau feels inconsistent to some supporters,0.6657
5,2021Q2,1653,Leo Moreau looks brilliant after 1653 fan mentions | Leo Moreau looks clinical after 1653 fan mentions,Leo Moreau feels inconsistent to some supporters,0.4065
5,2021Q3,1580,Leo Moreau looks brilliant after 1580 fan mentions | Leo Moreau looks clinical after 1580 fan mentions,Leo Moreau feels inconsistent to some supporters,0.3739
5,2021Q4,1583,Leo Moreau looks brilliant after 1583 fan mentions | Leo Moreau looks clinical after 1583 fan mentions,Leo Moreau feels inconsistent to some supporters,0.7872
5,2022Q1,1606,Leo Moreau looks brilliant after 1606 fan mentions | Leo Moreau looks clinical after 1606 fan mentions,Leo Moreau feels inconsistent to some supporters,0.2128
5,2022Q2,1531,Leo Moreau looks brilliant after 1531 fan mentions | Leo Moreau looks clinical after 1531 fan mentions,Leo Moreau feels inconsistent to some supporters,0.4184
5,2022Q3,1571,Leo Moreau looks brilliant after 1571 fan mentions | Leo Moreau looks clinical after 1571 fan mentions,Leo Moreau feels inconsistent to some supporters,0.2359
5,2022Q4,1589,Leo Moreau looks brilliant after 1589 fan mentions,Leo Moreau feels inconsistent to some supporters | Leo Moreau feels overpriced to some supporters,-0.1817
5,2023Q1,1500,Leo Moreau looks brilliant after 1500 fan mentions | Leo Moreau looks clinical after 1500 fan mentions,Leo Moreau feels inconsistent to some supporters,0.6226
5,2023Q2,1702,Leo Moreau looks brilliant after 1702 fan mentions | Leo Moreau looks clinical after 1702 fan mentions,Leo Moreau feels inconsistent to some supporters,0.3504
5,2023Q3,1520,Leo Moreau looks brilliant after 1520 fan mentions | Leo Moreau looks clinical after 1520 fan mentions,Leo Moreau feels inconsistent to some supporters,0.4312
5,2023Q4,1260,Leo Moreau looks brilliant after 1260 fan mentions | Leo Moreau looks clinical after 1260 fan mentions,Leo Moreau feels inconsistent to some supporters,0.2872
5,2024Q1,1487,Leo Moreau looks brilliant after 1487 fan mentions | Leo Moreau looks clinical after 1487 fan mentions,Leo Moreau feels inconsistent to some supporters,0.716
5,2024Q2,1643,Leo Moreau looks brilliant after 1643 fan mentions | Leo Moreau looks clinical after 1643 fan mentions,Leo Moreau feels inconsistent to some supporters,0.2653
5,2024Q3,1369,Leo Moreau looks brilliant after 1369 fan mentions | Leo Moreau looks clinical after 1369 fan mentions,Leo Moreau feels inconsistent to some supporters,0.345
5,2024Q4,1599,Leo Moreau looks brilliant after 1599 fan mentions | Leo Moreau looks clinical after 1599 fan mentions,Leo Moreau feels inconsistent to some supporters,0.6397
5,2025Q1,1690,Leo Moreau looks brilliant after 1690 fan mentions | Leo Moreau looks clinical after 1690 fan mentions,Leo Moreau feels inconsistent to some supporters,0.1498
5,2025Q2,1526,Leo Moreau looks brilliant after 1526 fan mentions | Leo Moreau looks clinical after 1526 fan mentions,Leo Moreau feels inconsistent to some supporters,0.3595
5,2025Q3,1637,Leo Moreau looks brilliant after 1637 fan mentions | Leo Moreau looks clinical after 1637 fan mentions,Leo Moreau feels inconsistent to some supporters,0.3547
5,2025Q4,1638,Leo Moreau looks brilliant after 1638 fan mentions,Leo Moreau feels inconsistent to some supporters | Leo Moreau feels overpriced to some supporters,-0.2543
6,2021Q1,1108,Bruno Martin looks brilliant after 1108 fan mentions | Bruno Martin looks clinical after 1108 fan mentions,Bruno Martin feels inconsistent to some supporters,0.3676
6,2021Q2,1634,Bruno Martin looks brilliant after 1634 fan mentions | Bruno Martin looks clinical after 1634 fan mentions,Bruno Martin feels inconsistent to some supporters,0.5652
6,2021Q3,1521,Bruno Martin looks brilliant after 1521 fan mentions | Bruno Martin looks clinical after 1521 fan mentions,Bruno Martin feels inconsistent to some supporters,0.4319
6,2021Q4,1430,Bruno Martin looks brilliant after 1430 fan mentions | Bruno Martin looks clinical after 1430 fan mentions,Bruno Martin feels inconsistent to some supporters,0.5758
6,2022Q1,1452,Bruno Martin looks brilliant after 1452 fan mentions | Bruno Martin looks clinical after 1452 fan mentions,Bruno Martin feels inconsistent to some supporters,0.4234
6,2022Q2,1362,Bruno Martin looks brilliant after 1362 fan mentions | Bruno Martin looks clinical after 1362 fan mentions,Bruno Martin feels inconsistent to some supporters,0.2636
6,2022Q3,1342,Bruno Martin looks brilliant after 1342 fan mentions | Bruno Martin looks clinical after 1342 fan mentions,Bruno Martin feels inconsistent to some supporters,0.1622
6,2022Q4,1568,Bruno Martin looks brilliant after 1568 fan mentions | Bruno Martin looks clinical after 1568 fan mentions,Bruno Martin feels inconsistent to some supporters,0.0159
6,2023Q1,1587,Bruno Martin looks brilliant after 1587 fan mentions | Bruno Martin looks clinical after 1587 fan mentions,Bruno Martin feels inconsistent to some supporters,0.4506
6,2023Q2,1276,Bruno Martin looks brilliant after 1276 fan mentions | Bruno Martin looks clinical after 1276 fan mentions,Bruno Martin feels inconsistent to some supporters,0.5022
6,2023Q3,1212,Bruno Martin looks brilliant after 1212 fan mentions | Bruno Martin looks clinical after 1212 fan mentions,Bruno Martin feels inconsistent to some supporters,0.5998
6,2023Q4,1462,Bruno Martin looks brilliant after 1462 fan mentions | Bruno Martin looks clinical after 1462 fan mentions,Bruno Martin feels inconsistent to some supporters,0.451
6,2024Q1,1438,Bruno Martin looks brilliant after 1438 fan mentions | Bruno Martin looks clinical after 1438 fan mentions,Bruno Martin feels inconsistent to some supporters,0.388
6,2024Q2,1282,Bruno Martin looks brilliant after 1282 fan mentions | Bruno Martin looks clinical after 1282 fan mentions,Bruno Martin feels inconsistent to some supporters,0.1659
6,2024Q3,1215,Bruno Martin looks brilliant after 1215 fan mentions | Bruno Martin looks clinical after 1215 fan mentions,Bruno Martin feels inconsistent to some supporters,0.4914
6,2024Q4,1344,Bruno Martin looks brilliant after 1344 fan mentions | Bruno Martin looks clinical after 1344 fan mentions,Bruno Martin feels inconsistent to some supporters,0.3214
6,2025Q1,1284,Bruno Martin looks brilliant after 1284 fan mentions | Bruno Martin looks clinical after 1284 fan mentions,Bruno Martin feels inconsistent to some supporters,0.1141
6,2025Q2,1542,Bruno Martin looks brilliant after 1542 fan mentions | Bruno Martin looks clinical after 1542 fan mentions,Bruno Martin feels inconsistent to some supporters,0.3278
6,2025Q3,1617,Bruno Martin looks brilliant after 1617 fan mentions | Bruno Martin looks clinical after 1617 fan mentions,Bruno Martin feels inconsistent to some supporters,0.1868
6,2025Q4,1438,Bruno Martin looks brilliant after 1438 fan mentions,Bruno Martin feels inconsistent to some supporters | Bruno Martin feels overpriced to some supporters,-0.0702
7,2021Q1,1227,Mateo Moreau looks brilliant after 1227 fan mentions | Mateo Moreau looks clinical after 1227 fan mentions,Mateo Moreau feels inconsistent to some supporters,0.0408
7,2021Q2,1395,Mateo Moreau looks brilliant after 1395 fan mentions | Mateo Moreau looks clinical after 1395 fan mentions,Mateo Moreau feels inconsistent to some supporters,0.3129
7,2021Q3,1042,Mateo Moreau looks brilliant after 1042 fan mentions | Mateo Moreau looks clinical after 1042 fan mentions,Mateo Moreau feels inconsistent to some supporters,0.3451
7,2021Q4,1080,Mateo Moreau looks brilliant after 1080 fan mentions | Mateo Moreau looks clinical after 1080 fan mentions,Mateo Moreau feels inconsistent to some supporters,0.2031
7,2022Q1,1262,Mateo Moreau looks brilliant after 1262 fan mentions | Mateo Moreau looks clinical after 1262 fan mentions,Mateo Moreau feels inconsistent to some supporters,0.3281
7,2022Q2,1101,Mateo Moreau looks brilliant after 1101 fan mentions | Mateo Moreau looks clinical after 1101 fan mentions,Mateo Moreau feels inconsistent to some supporters,0.6711
7,2022Q3,1206,Mateo Moreau looks brilliant after 1206 fan mentions | Mateo Moreau looks clinical after 1206 fan mentions,Mateo Moreau feels inconsistent to some supporters,0.0448
7,2022Q4,1235,Mateo Moreau looks brilliant after 1235 fan mentions | Mateo Moreau looks clinical after 1235 fan mentions,Mateo Moreau feels inconsistent to some supporters,0.1015
7,2023Q1,1265,Mateo Moreau looks brilliant after 1265 fan mentions | Mateo Moreau looks clinical after 1265 fan mentions,Mateo Moreau feels inconsistent to some supporters,0.3904
7,2023Q2,1215,Mateo Moreau looks brilliant after 1215 fan mentions,Mateo Moreau feels inconsistent to some supporters | Mateo Moreau feels overpriced to some supporters,-0.2413
7,2023Q3,990,Mateo Moreau looks brilliant after 990 fan mentions | Mateo Moreau looks clinical after 990 fan mentions,Mateo Moreau feels inconsistent to some supporters,0.2705
7,2023Q4,1282,Mateo Moreau looks brilliant after 1282 fan mentions | Mateo Moreau looks clinical after 1282 fan mentions,Mateo Moreau feels inconsistent to some supporters,0.3833
7,2024Q1,1102,Mateo Moreau looks brilliant after 1102 fan mentions | Mateo Moreau looks clinical after 1102 fan mentions,Mateo Moreau feels inconsistent to some supporters,0.4609
7,2024Q2,1269,Mateo Moreau looks brilliant after 1269 fan mentions | Mateo Moreau looks clinical after 1269 fan mentions,Mateo Moreau feels inconsistent to some supporters,0.3602
7,2024Q3,1154,Mateo Moreau looks brilliant after 1154 fan mentions | Mateo Moreau looks clinical after 1154 fan mentions,Mateo Moreau feels inconsistent to some supporters,0.0751
7,2024Q4,944,Mateo Moreau looks brilliant after 944 fan mentions | Mateo Moreau looks clinical after 944 fan mentions,Mateo Moreau feels inconsistent to some supporters,0.2144
7,2025Q1,1112,Mateo Moreau looks brilliant after 1112 fan mentions | Mateo Moreau looks clinical after 1112 fan mentions,Mateo Moreau feels inconsistent to some supporters,0.5748
7,2025Q2,1185,Mateo Moreau looks brilliant after 1185 fan mentions,Mateo Moreau feels inconsistent to some supporters | Mateo Moreau feels overpriced to some supporters,-0.1976
7,2025Q3,1290,Mateo Moreau looks brilliant after 1290 fan mentions | Mateo Moreau looks clinical after 1290 fan mentions,Mateo Moreau feels inconsistent to some supporters,0.7581
7,2025Q4,1152,Mateo Moreau looks brilliant after 1152 fan mentions,Mateo Moreau feels inconsistent to some supporters | Mateo Moreau feels overpriced to some supporters,-0.1633
8,2021Q1,1057,Rafael Kane looks brilliant after 1057 fan mentions | Rafael Kane looks clinical after 1057 fan mentions,Rafael Kane feels inconsistent to some supporters,0.0467
8,2021Q2,948,Rafael Kane looks brilliant after 948 fan mentions,Rafael Kane feels inconsistent to some supporters | Rafael Kane feels overpriced to some supporters,-0.146
8,2021Q3,981,Rafael Kane looks brilliant after 981 fan mentions | Rafael Kane looks clinical after 981 fan mentions,Rafael Kane feels inconsistent to some supporters,0.3179
8,2021Q4,1261,Rafael Kane looks brilliant after 1261 fan mentions | Rafael Kane looks clinical after 1261 fan mentions,Rafael Kane feels inconsistent to some supporters,0.3146
8,2022Q1,1051,Rafael Kane looks brilliant after 1051 fan mentions | Rafael Kane looks clinical after 1051 fan mentions,Rafael Kane feels inconsistent to some supporters,0.2772
8,2022Q2,1140,Rafael Kane looks brilliant after 1140 fan mentions | Rafael Kane looks clinical after 1140 fan mentions,Rafael Kane feels inconsistent to some supporters,0.5763
8,2022Q3,1246,Rafael Kane looks brilliant after 1246 fan mentions | Rafael Kane looks clinical after 1246 fan mentions,Rafael Kane feels inconsistent to some supporters,0.1493
8,2022Q4,1027,Rafael Kane looks brilliant after 1027 fan mentions | Rafael Kane looks clinical after 1027 fan mentions,Rafael Kane feels inconsistent to some supporters,0.5214
8,2023Q1,1209,Rafael Kane looks brilliant after 1209 fan mentions | Rafael Kane looks clinical after 1209 fan mentions,Rafael Kane feels inconsistent to some supporters,0.6772
8,2023Q2,1272,Rafael Kane looks brilliant after 1272 fan mentions | Rafael Kane looks clinical after 1272 fan mentions,Rafael Kane feels inconsistent to some supporters,0.0525
8,2023Q3,952,Rafael Kane looks brilliant after 952 fan mentions | Rafael Kane looks clinical after 952 fan mentions,Rafael Kane feels inconsistent to some supporters,0.482
8,2023Q4,955,Rafael Kane looks brilliant after 955 fan mentions | Rafael Kane looks clinical after 955 fan mentions,Rafael Kane feels inconsistent to some supporters,0.6957
8,2024Q1,1054,Rafael Kane looks brilliant after 1054 fan mentions | Rafael Kane looks clinical after 1054 fan mentions,Rafael Kane feels inconsistent to some supporters,0.3137
8,2024Q2,1133,Rafael Kane looks brilliant after 1133 fan mentions | Rafael Kane looks clinical after 1133 fan mentions,Rafael Kane feels inconsistent to some supporters,0.3164
8,2024Q3,1214,Rafael Kane looks brilliant after 1214 fan mentions | Rafael Kane looks clinical after 1214 fan mentions,Rafael Kane feels inconsistent to some supporters,0.1491
8,2024Q4,1215,Rafael Kane looks brilliant after 1215 fan mentions | Rafael Kane looks clinical after 1215 fan mentions,Rafael Kane feels inconsistent to some supporters,0.0042
8,2025Q1,1139,Rafael Kane looks brilliant after 1139 fan mentions | Rafael Kane looks clinical after 1139 fan mentions,Rafael Kane feels inconsistent to some supporters,0.4014
8,2025Q2,933,Rafael Kane looks brilliant after 933 fan mentions | Rafael Kane looks clinical after 933 fan mentions,Rafael Kane feels inconsistent to some supporters,0.4939
8,2025Q3,1157,Rafael Kane looks brilliant after 1157 fan mentions | Rafael Kane looks clinical after 1157 fan mentions,Rafael Kane feels inconsistent to some supporters,0.0941
8,2025Q4,986,Rafael Kane looks brilliant after 986 fan mentions | Rafael Kane looks clinical after 986 fan mentions,Rafael Kane feels inconsistent to some supporters,0.4944
9,2021Q1,1124,Rafael Moreau looks brilliant after 1124 fan mentions | Rafael Moreau looks clinical after 1124 fan mentions,Rafael Moreau feels inconsistent to some supporters,0.5627
9,2021Q2,985,Rafael Moreau looks brilliant after 985 fan mentions | Rafael Moreau looks clinical after 985 fan mentions,Rafael Moreau feels inconsistent to some supporters,0.6818
9,2021Q3,1223,Rafael Moreau looks brilliant after 1223 fan mentions,Rafael Moreau feels inconsistent to some supporters | Rafael Moreau feels overpriced to some supporters,-0.0385
9,2021Q4,1121,Rafael Moreau looks brilliant after 1121 fan mentions | Rafael Moreau looks clinical after 1121 fan mentions,Rafael Moreau feels inconsistent to some supporters,0.1795
9,2022Q1,1180,Rafael Moreau looks brilliant after 1180 fan mentions | Rafael Moreau looks clinical after 1180 fan mentions,Rafael Moreau feels inconsistent to some supporters,0.4372
9,2022Q2,1263,Rafael Moreau looks brilliant after 1263 fan mentions | Rafael Moreau looks clinical after 1263 fan mentions,Rafael Moreau feels inconsistent to some supporters,0.08
9,2022Q3,1330,Rafael Moreau looks brilliant after 1330 fan mentions | Rafael Moreau looks clinical after 1330 fan mentions,Rafael Moreau feels inconsistent to some supporters,0.0311
9,2022Q4,1144,Rafael Moreau looks brilliant after 1144 fan mentions,Rafael Moreau feels inconsistent to some supporters | Rafael Moreau feels overpriced to some supporters,-0.1062
9,2023Q1,1037,Rafael Moreau looks brilliant after 1037 fan mentions | Rafael Moreau looks clinical after 1037 fan mentions,Rafael Moreau feels inconsistent to some supporters,0.4294
9,2023Q2,966,Rafael Moreau looks brilliant after 966 fan mentions | Rafael Moreau looks clinical after 966 fan mentions,Rafael Moreau feels inconsistent to some supporters,0.4822
